t0,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24,t25,t26,t27,t28,t29,t30,t31,t32,t33,t34,t35,t36,t37,t38,t39,t40,t41,t42,t43,t44,t45,t46,t47,t48,t49,t50,t51,t52,t53,t54,t55,t56,t57,t58,t59,t60,t61,t62,t63,t64,t65,t66,t67,t68,t69,t70,t71,t72,t73,t74,t75,t76,t77,t78,t79,t80,t81,t82,t83,t84,t85,t86,t87,t88,t89,t90,t91,t92,t93,t94,t95,t96,t97,t98,t99,t100,t101,t102,t103,t104,t105,t106,t107,t108,t109,t110,t111,t112,t113,t114,t115,t116,t117,t118,t119,t120,t121,t122,t123,t124,t125,t126,t127,t128,t129,t130,t131,t132,t133,t134,t135,t136,t137,t138,t139,t140,t141,t142,t143,t144,t145,t146,t147,t148,t149,t150,t151,t152,t153,t154,t155,t156,t157,t158,t159,t160,t161,t162,t163,t164,t165,t166,t167,t168,t169,t170,t171,t172,t173,t174,t175,t176,t177,t178,t179,t180,t181,t182,t183,t184,t185,t186,t187,t188,t189,t190,t191,t192,t193,t194,t195,t196,t197,t198,t199,Classes
2.7,2.7,0.7,0.7,0.7,2.7,1.7,1.7,-0.3,-0.3,-0.3,1.7,0.7,1.7,-0.3,-0.3,-0.3,0.7,0.7,0.7,-0.3,-0.3,-1.3,0.7,0.7,0.7,-0.3,-0.3,-1.3,0.7,-0.3,1.7,-0.3,-0.3,-1.3,0.7,0.7,0.7,-0.3,-0.3,-1.3,0.7,-0.3,0.7,-1.3,-0.3,-1.3,0.7,0.7,0.7,-0.3,-0.3,-1.3,0.7,-0.3,0.7,-0.3,-0.3,-1.3,0.7,0.7,0.7,-0.3,-0.3,-1.3,0.7,-0.3,1.7,-0.3,-0.3,-1.3,0.7,0.7,1.7,-0.3,-0.3,-1.3,0.7,0.7,1.7,-0.3,-0.3,-1.3,0.7,0.7,0.7,-0.3,-0.3,-1.3,0.7,0.7,0.7,-0.3,-0.3,-1.3,0.7,0.7,1.7,0.7,-0.3,-1.3,0.7,-0.3,0.7,-0.3,0.7,-1.3,0.7,0.7,0.7,0.7,-0.3,-1.3,-0.3,-0.3,1.7,-0.3,-0.3,-2.3,-0.3,0.7,0.7,0.7,-0.3,-1.3,0.7,-0.3,1.7,-0.3,0.7,-2.3,-0.3,0.7,0.7,0.7,0.7,-1.3,0.7,-0.3,0.7,-0.3,0.7,-2.3,-0.3,-0.3,0.7,0.7,0.7,-1.3,0.7,-0.3,0.7,-0.3,0.7,-1.3,-0.3,0.7,1.7,0.7,0.7,-1.3,0.7,-0.3,0.7,0.7,0.7,-1.3,-0.3,-0.3,1.7,0.7,0.7,-1.3,-0.3,-0.3,1.7,-0.3,0.7,-1.3,-0.3,-0.3,0.7,-0.3,0.7,-1.3,-0.3,-0.3,0.7,-0.3,0.7,-1.3,-0.3,-0.3,0.7,0.7,0.7,-1.3,-0.3,-0.3,1.7,2
-10.15,-1.15,-1.15,0.85,-0.15,0.85,-0.15,0.85,-0.15,0.85,-0.15,0.85,-0.15,-0.15,-1.15,1.85,-0.15,0.85,-0.15,0.85,-0.15,0.85,-0.15,0.85,-0.15,-0.15,-1.15,1.85,-0.15,0.85,-1.15,0.85,-0.15,0.85,-0.15,0.85,-0.15,0.85,-1.15,1.85,-0.15,1.85,-0.15,0.85,-0.15,0.85,-0.15,0.85,-0.15,-0.15,-1.15,1.85,-0.15,0.85,-1.15,0.85,-0.15,0.85,-0.15,0.85,-0.15,-0.15,-1.15,0.85,-0.15,1.85,-0.15,0.85,-1.15,0.85,-0.15,1.85,-0.15,-0.15,-1.15,1.85,-0.15,0.85,-1.15,0.85,-0.15,0.85,-0.15,0.85,-0.15,0.85,-1.15,0.85,-0.15,0.85,-1.15,0.85,-0.15,0.85,-0.15,0.85,-0.15,0.85,-1.15,1.85,-0.15,1.85,-1.15,-0.15,-0.15,0.85,-0.15,1.85,-0.15,-0.15,-1.15,1.85,-0.15,0.85,-1.15,0.85,-1.15,1.85,-0.15,0.85,-0.15,-0.15,-1.15,0.85,-0.15,0.85,-0.15,0.85,-0.15,0.85,-0.15,0.85,-0.15,-0.15,-1.15,0.85,-0.15,0.85,-1.15,0.85,-1.15,0.85,-0.15,0.85,-1.15,0.85,-1.15,1.85,-1.15,0.85,-1.15,0.85,-1.15,0.85,-0.15,0.85,-0.15,-0.15,-0.15,0.85,-0.15,0.85,-0.15,-0.15,-1.15,0.85,-0.15,0.85,-0.15,-0.15,-1.15,0.85,-0.15,1.85,-1.15,-0.15,-0.15,0.85,-0.15,0.85,-0.15,-0.15,-1.15,1.85,-0.15,0.85,-1.15,0.85,-1.15,0.85,-0.15,0.85,-0.15,-0.15,-1.15,0.85,-0.15,0.85,-1.15,-0.15,2
24.85,2.85,5.85,-1.15,2.85,-1.15,1.85,-1.15,0.85,-1.15,1.85,-0.15,0.85,-1.15,-0.15,-0.15,0.85,-0.15,0.85,-1.15,-0.15,-0.15,0.85,-0.15,0.85,-1.15,-0.15,-0.15,0.85,-0.15,0.85,-1.15,-0.15,-0.15,0.85,-0.15,0.85,-1.15,-0.15,-0.15,0.85,-0.15,0.85,-1.15,-0.15,-1.15,0.85,-0.15,0.85,-1.15,-0.15,-0.15,0.85,-0.15,0.85,-1.15,-0.15,-0.15,0.85,-0.15,0.85,-1.15,-0.15,-0.15,0.85,-0.15,0.85,-1.15,-0.15,-1.15,0.85,-0.15,0.85,-1.15,-0.15,-0.15,0.85,-0.15,0.85,-0.15,-0.15,-1.15,0.85,-0.15,0.85,-1.15,-0.15,-0.15,0.85,-0.15,0.85,-1.15,-0.15,-1.15,0.85,-0.15,0.85,-1.15,-0.15,-0.15,0.85,0.85,0.85,-0.15,-0.15,-1.15,0.85,-0.15,0.85,-1.15,-0.15,-0.15,0.85,-0.15,0.85,-0.15,-0.15,-1.15,0.85,-0.15,0.85,-1.15,-0.15,-0.15,0.85,-0.15,0.85,-0.15,-0.15,-1.15,0.85,-0.15,0.85,-1.15,-0.15,-0.15,0.85,-0.15,0.85,-0.15,-0.15,-1.15,0.85,-0.15,1.85,-1.15,-0.15,-0.15,0.85,-0.15,0.85,-0.15,-0.15,-1.15,0.85,-0.15,1.85,-1.15,-0.15,-1.15,0.85,-0.15,0.85,-0.15,-0.15,-1.15,0.85,-0.15,0.85,-1.15,-0.15,-1.15,0.85,-0.15,0.85,-0.15,-0.15,-1.15,0.85,-0.15,1.85,-1.15,-0.15,-1.15,0.85,-0.15,0.85,-0.15,-0.15,-1.15,0.85,-0.15,0.85,-1.15,-0.15,-1.15,0.85,-0.15,0.85,-0.15,2
-0.35,-0.35,0.65,-0.35,0.65,-0.35,-0.35,-0.35,0.65,-0.35,0.65,-0.35,-0.35,-0.35,0.65,-0.35,0.65,-0.35,0.65,-0.35,0.65,-0.35,0.65,-0.35,-0.35,-0.35,0.65,-0.35,0.65,-0.35,0.65,-0.35,0.65,-0.35,0.65,-0.35,-0.35,-0.35,0.65,-0.35,0.65,-0.35,0.65,-0.35,0.65,-0.35,0.65,-0.35,-0.35,-0.35,0.65,-0.35,0.65,-0.35,-0.35,-0.35,0.65,-0.35,-0.35,-0.35,-0.35,-0.35,0.65,-0.35,0.65,-0.35,0.65,-0.35,0.65,-0.35,0.65,-0.35,-0.35,-0.35,0.65,-0.35,0.65,-0.35,-0.35,-0.35,0.65,-0.35,0.65,-0.35,-0.35,-0.35,0.65,-0.35,0.65,-0.35,-0.35,-0.35,0.65,-0.35,0.65,-0.35,-0.35,-0.35,0.65,-0.35,0.65,-0.35,-0.35,-0.35,0.65,-0.35,0.65,-0.35,-0.35,-0.35,0.65,-0.35,0.65,-0.35,0.65,-0.35,0.65,-0.35,0.65,-0.35,-0.35,-0.35,0.65,-0.35,0.65,-0.35,0.65,-0.35,0.65,-0.35,0.65,-0.35,-0.35,-0.35,0.65,-0.35,0.65,-0.35,-0.35,-0.35,0.65,-0.35,0.65,-0.35,-0.35,-0.35,0.65,-0.35,0.65,-0.35,-0.35,-0.35,0.65,-0.35,0.65,-0.35,-0.35,-0.35,0.65,-0.35,0.65,-0.35,0.65,-0.35,0.65,-0.35,0.65,-0.35,-0.35,-0.35,0.65,-0.35,0.65,-0.35,0.65,-0.35,0.65,-0.35,0.65,-0.35,-0.35,-0.35,0.65,-0.35,0.65,-0.35,0.65,-0.35,0.65,-0.35,0.65,-0.35,-0.35,-0.35,0.65,-0.35,0.65,-0.35,-0.35,-0.35,2
0.45,0.45,1.45,0.45,1.45,0.45,1.45,0.45,1.45,0.45,1.45,0.45,1.45,0.45,1.45,0.45,0.45,0.45,1.45,-0.55,0.45,-0.55,0.45,-0.55,0.45,-0.55,0.45,-0.55,1.45,0.45,1.45,-0.55,0.45,-0.55,0.45,0.45,1.45,0.45,-0.55,-0.55,0.45,-0.55,0.45,-0.55,0.45,-0.55,0.45,0.45,0.45,-0.55,-0.55,-0.55,0.45,-0.55,0.45,-0.55,0.45,-0.55,0.45,0.45,0.45,0.45,0.45,-0.55,0.45,0.45,0.45,-0.55,0.45,-0.55,0.45,0.45,1.45,-0.55,0.45,-0.55,0.45,-0.55,0.45,-0.55,0.45,-1.55,0.45,0.45,0.45,0.45,0.45,-0.55,0.45,-0.55,1.45,-0.55,0.45,-0.55,0.45,0.45,0.45,0.45,0.45,-1.55,0.45,0.45,0.45,-0.55,0.45,-0.55,0.45,0.45,0.45,-2.55,-0.55,-0.55,0.45,0.45,1.45,-0.55,1.45,-0.55,0.45,0.45,1.45,0.45,0.45,-0.55,0.45,-0.55,0.45,-0.55,0.45,-0.55,0.45,0.45,0.45,-0.55,-0.55,-0.55,0.45,-0.55,0.45,0.45,0.45,-0.55,0.45,0.45,0.45,-0.55,0.45,-0.55,0.45,-0.55,0.45,-0.55,0.45,-0.55,0.45,-0.55,0.45,-0.55,0.45,-0.55,0.45,-0.55,1.45,0.45,0.45,-0.55,0.45,0.45,0.45,-0.55,0.45,-0.55,0.45,-0.55,0.45,-0.55,-0.55,-0.55,0.45,0.45,0.45,0.45,-0.55,-0.55,0.45,-0.55,0.45,-0.55,0.45,-0.55,0.45,0.45,0.45,-0.55,-0.55,-0.55,0.45,0.45,0.45,-0.55,2
4.9,5.9,6.9,4.9,3.9,2.9,3.9,3.9,4.9,3.9,3.9,2.9,1.9,3.9,3.9,3.9,1.9,1.9,1.9,1.9,2.9,4.9,2.9,-0.1,0.9,-1.1,2.9,1.9,1.9,-0.1,0.9,0.9,1.9,0.9,1.9,-1.1,0.9,0.9,2.9,0.9,-0.1,-0.1,-0.1,-0.1,1.9,0.9,0.9,-1.1,-0.1,1.9,1.9,1.9,-0.1,-0.1,-0.1,0.9,1.9,0.9,0.9,-1.1,-0.1,-0.1,-0.1,-0.1,0.9,-0.1,-0.1,-0.1,0.9,-0.1,0.9,-1.1,-0.1,0.9,0.9,-0.1,0.9,-1.1,-0.1,-0.1,2.9,2.9,0.9,-1.1,1.9,0.9,0.9,-0.1,-0.1,-0.1,-0.1,-0.1,0.9,2.9,0.9,-0.1,0.9,-0.1,-0.1,-0.1,0.9,-0.1,-0.1,-0.1,-0.1,-0.1,0.9,-1.1,-0.1,-0.1,-0.1,-0.1,1.9,-1.1,-0.1,-0.1,0.9,-0.1,0.9,-4.1,-0.1,-1.1,0.9,-0.1,-0.1,-1.1,-0.1,-1.1,0.9,-0.1,0.9,-1.1,-0.1,0.9,-0.1,-0.1,-0.1,-1.1,-0.1,-0.1,0.9,-0.1,0.9,-1.1,-0.1,-0.1,0.9,-0.1,-0.1,-1.1,-1.1,-0.1,0.9,-1.1,-0.1,-1.1,-0.1,-0.1,0.9,-0.1,-0.1,-4.1,-1.1,-0.1,2.9,-1.1,0.9,-0.1,-0.1,-1.1,-0.1,-0.1,-0.1,-1.1,-0.1,-1.1,0.9,-0.1,0.9,-1.1,-0.1,-0.1,1.9,-0.1,-0.1,-1.1,-1.1,-1.1,0.9,-0.1,1.9,2.9,-0.1,-0.1,-0.1,-0.1,-0.1,-1.1,-1.1,-1.1,2
0.1,0.1,-0.9,0.1,0.1,0.1,0.1,-0.9,-0.9,0.1,0.1,0.1,0.1,-0.9,0.1,-0.9,0.1,0.1,0.1,-0.9,0.1,-0.9,0.1,0.1,0.1,0.1,0.1,-0.9,1.1,0.1,0.1,-0.9,0.1,0.1,0.1,1.1,0.1,0.1,-0.9,-0.9,1.1,0.1,0.1,-0.9,0.1,-0.9,0.1,0.1,0.1,0.1,0.1,-0.9,0.1,-0.9,0.1,-0.9,0.1,-0.9,0.1,0.1,0.1,0.1,0.1,-0.9,0.1,0.1,0.1,-0.9,0.1,-0.9,0.1,0.1,0.1,0.1,0.1,-0.9,0.1,0.1,0.1,-0.9,0.1,-0.9,0.1,0.1,0.1,-0.9,0.1,-0.9,0.1,-0.9,0.1,-0.9,0.1,-0.9,0.1,1.1,0.1,0.1,0.1,-0.9,0.1,0.1,0.1,-0.9,0.1,-0.9,0.1,0.1,0.1,-0.9,0.1,-0.9,1.1,-0.9,0.1,-0.9,0.1,-0.9,0.1,0.1,0.1,0.1,0.1,-0.9,0.1,0.1,1.1,0.1,0.1,-0.9,0.1,0.1,0.1,0.1,0.1,-0.9,0.1,0.1,0.1,-0.9,0.1,-0.9,0.1,0.1,0.1,0.1,0.1,-0.9,0.1,0.1,1.1,-0.9,0.1,-0.9,0.1,0.1,0.1,0.1,0.1,-0.9,0.1,0.1,0.1,0.1,0.1,-0.9,0.1,0.1,0.1,0.1,0.1,-0.9,0.1,0.1,0.1,-0.9,0.1,-0.9,0.1,0.1,0.1,0.1,0.1,-0.9,0.1,0.1,1.1,-0.9,0.1,-0.9,0.1,0.1,0.1,0.1,0.1,-0.9,0.1,0.1,1.1,0.1,2
1.15,-0.85,0.15,0.15,0.15,-0.85,0.15,-0.85,1.15,-0.85,1.15,-0.85,0.15,0.15,1.15,0.15,0.15,-0.85,-0.85,-0.85,1.15,-0.85,0.15,-0.85,0.15,0.15,0.15,-0.85,0.15,-0.85,-0.85,0.15,1.15,0.15,0.15,-1.85,0.15,0.15,1.15,-0.85,0.15,-0.85,0.15,-0.85,1.15,-0.85,0.15,-1.85,-0.85,-0.85,1.15,0.15,0.15,-0.85,0.15,-0.85,1.15,-0.85,0.15,-0.85,0.15,-0.85,1.15,0.15,0.15,-0.85,0.15,-0.85,1.15,-0.85,0.15,-0.85,0.15,-0.85,1.15,0.15,0.15,-1.85,-0.85,-0.85,1.15,0.15,0.15,-0.85,-0.85,0.15,1.15,0.15,0.15,-0.85,-0.85,-0.85,1.15,-0.85,1.15,-0.85,-0.85,-0.85,1.15,0.15,0.15,-0.85,-0.85,0.15,1.15,-0.85,0.15,-0.85,-0.85,0.15,1.15,-0.85,0.15,-0.85,-0.85,0.15,0.15,0.15,0.15,-1.85,0.15,0.15,1.15,0.15,0.15,-0.85,-0.85,-0.85,1.15,0.15,0.15,-0.85,-0.85,0.15,1.15,0.15,0.15,-0.85,-0.85,0.15,1.15,-0.85,0.15,-1.85,-0.85,0.15,1.15,-0.85,0.15,-0.85,-0.85,-0.85,1.15,-0.85,0.15,-1.85,-0.85,0.15,0.15,0.15,0.15,-0.85,-0.85,-0.85,1.15,-0.85,0.15,-0.85,0.15,0.15,1.15,0.15,0.15,-1.85,0.15,-0.85,1.15,-0.85,0.15,-0.85,0.15,0.15,1.15,0.15,0.15,-0.85,0.15,-0.85,1.15,-0.85,0.15,-1.85,0.15,0.15,1.15,0.15,0.15,-0.85,0.15,0.15,2
-0.4,1.6,0.6,0.6,0.6,-0.4,-1.4,1.6,0.6,1.6,-0.4,-0.4,-1.4,1.6,0.6,0.6,-0.4,-0.4,-1.4,1.6,0.6,1.6,-0.4,-0.4,-1.4,1.6,0.6,1.6,-0.4,-0.4,-1.4,1.6,0.6,1.6,-0.4,0.6,-1.4,1.6,0.6,0.6,0.6,-0.4,-1.4,1.6,0.6,1.6,-0.4,-0.4,-1.4,1.6,0.6,0.6,0.6,-0.4,-1.4,1.6,0.6,1.6,-0.4,0.6,-1.4,0.6,0.6,0.6,0.6,-0.4,-1.4,1.6,0.6,1.6,-0.4,-0.4,-1.4,1.6,0.6,1.6,-0.4,-0.4,-1.4,1.6,-0.4,1.6,-1.4,0.6,-1.4,1.6,0.6,1.6,-0.4,-0.4,-1.4,0.6,0.6,1.6,-0.4,-0.4,-1.4,0.6,0.6,0.6,0.6,0.6,-1.4,0.6,0.6,1.6,-0.4,-0.4,-1.4,1.6,0.6,1.6,-0.4,-0.4,-1.4,1.6,0.6,1.6,-0.4,0.6,-1.4,0.6,0.6,0.6,0.6,0.6,-1.4,0.6,-0.4,1.6,-0.4,-0.4,-1.4,0.6,0.6,0.6,0.6,-0.4,-0.4,-0.4,0.6,0.6,-0.4,-0.4,-1.4,-0.4,0.6,1.6,0.6,0.6,-1.4,-0.4,0.6,1.6,0.6,0.6,-1.4,-0.4,0.6,1.6,0.6,0.6,-0.4,-0.4,-0.4,1.6,-0.4,0.6,-1.4,-0.4,0.6,1.6,0.6,0.6,-1.4,-0.4,0.6,0.6,-0.4,0.6,-1.4,-0.4,0.6,0.6,0.6,-0.4,-0.4,-0.4,0.6,1.6,-0.4,0.6,-1.4,-0.4,0.6,1.6,0.6,-0.4,-1.4,-0.4,2
0.65,0.65,0.65,-1.35,-0.35,-0.35,1.65,-0.35,0.65,-1.35,-0.35,0.65,1.65,0.65,-0.35,-1.35,-0.35,-0.35,0.65,-0.35,0.65,-1.35,-0.35,0.65,0.65,0.65,-0.35,-1.35,-0.35,-0.35,1.65,-0.35,0.65,-1.35,-0.35,0.65,0.65,0.65,0.65,-1.35,-0.35,-0.35,1.65,-0.35,0.65,-1.35,-0.35,-0.35,1.65,0.65,-0.35,-1.35,-0.35,-0.35,1.65,-0.35,0.65,-1.35,-0.35,0.65,0.65,0.65,0.65,-1.35,-0.35,-0.35,1.65,-0.35,0.65,-1.35,-0.35,0.65,1.65,0.65,-0.35,-1.35,-0.35,-0.35,1.65,-0.35,0.65,-1.35,-0.35,-0.35,1.65,0.65,0.65,-1.35,-0.35,-0.35,1.65,0.65,0.65,-1.35,-0.35,-0.35,0.65,0.65,0.65,-1.35,-0.35,-0.35,1.65,-0.35,1.65,-1.35,-0.35,-0.35,1.65,0.65,0.65,-1.35,-0.35,-1.35,1.65,0.65,0.65,-1.35,-1.35,0.65,0.65,0.65,0.65,-1.35,-0.35,-0.35,1.65,-0.35,0.65,-1.35,-0.35,0.65,0.65,0.65,0.65,-1.35,-1.35,-0.35,1.65,0.65,0.65,-1.35,-0.35,-0.35,1.65,0.65,0.65,-1.35,-0.35,-1.35,1.65,-0.35,0.65,-1.35,-0.35,-0.35,1.65,0.65,0.65,-1.35,-1.35,-0.35,1.65,-0.35,0.65,-1.35,-1.35,-0.35,0.65,0.65,0.65,-1.35,-0.35,-0.35,1.65,0.65,0.65,-1.35,-1.35,0.65,0.65,0.65,0.65,-1.35,-0.35,-0.35,1.65,-0.35,0.65,-1.35,-1.35,-0.35,0.65,0.65,0.65,-1.35,-0.35,-1.35,1.65,0.65,2
0.6,-0.4,0.6,-1.4,0.6,0.6,0.6,-0.4,0.6,-1.4,0.6,-0.4,1.6,-0.4,0.6,-1.4,0.6,-0.4,0.6,-0.4,0.6,-1.4,0.6,-0.4,0.6,-0.4,0.6,-1.4,0.6,0.6,0.6,-0.4,-0.4,-1.4,0.6,-0.4,1.6,-0.4,0.6,-1.4,0.6,0.6,0.6,-0.4,0.6,-1.4,0.6,-0.4,1.6,-0.4,0.6,-1.4,1.6,-0.4,0.6,-0.4,-0.4,-1.4,1.6,-0.4,0.6,-0.4,0.6,-0.4,0.6,0.6,0.6,-0.4,-0.4,-1.4,0.6,-0.4,0.6,-0.4,-0.4,-0.4,0.6,0.6,0.6,-0.4,-0.4,-0.4,0.6,-0.4,0.6,-1.4,-0.4,-0.4,0.6,0.6,0.6,-0.4,-0.4,-0.4,1.6,-0.4,0.6,-1.4,-0.4,-0.4,1.6,-0.4,0.6,-0.4,0.6,-0.4,1.6,-0.4,0.6,-1.4,-0.4,-0.4,0.6,-0.4,0.6,-1.4,0.6,-0.4,1.6,-0.4,0.6,-1.4,0.6,-0.4,0.6,-0.4,0.6,-1.4,0.6,-0.4,0.6,-0.4,0.6,-1.4,0.6,-0.4,0.6,-0.4,0.6,-1.4,0.6,-0.4,0.6,-0.4,0.6,-1.4,0.6,-0.4,1.6,-0.4,-0.4,-1.4,0.6,-0.4,1.6,-0.4,0.6,-1.4,0.6,-0.4,0.6,-0.4,0.6,-1.4,0.6,-0.4,1.6,-0.4,0.6,-1.4,0.6,0.6,0.6,-0.4,-0.4,-1.4,0.6,-0.4,1.6,-0.4,-0.4,-0.4,0.6,0.6,0.6,-0.4,-0.4,-0.4,0.6,-0.4,0.6,-0.4,-0.4,-0.4,0.6,0.6,0.6,-0.4,-0.4,-0.4,2
2.7,2.7,0.7,0.7,0.7,2.7,1.7,1.7,-0.3,-0.3,-0.3,1.7,0.7,1.7,-0.3,-0.3,-0.3,0.7,0.7,0.7,-0.3,-0.3,-1.3,0.7,0.7,0.7,-0.3,-0.3,-1.3,0.7,-0.3,1.7,-0.3,-0.3,-1.3,0.7,0.7,0.7,-0.3,-0.3,-1.3,0.7,-0.3,0.7,-1.3,-0.3,-1.3,0.7,0.7,0.7,-0.3,-0.3,-1.3,0.7,-0.3,0.7,-0.3,-0.3,-1.3,0.7,0.7,0.7,-0.3,-0.3,-1.3,0.7,-0.3,1.7,-0.3,-0.3,-1.3,0.7,0.7,1.7,-0.3,-0.3,-1.3,0.7,0.7,1.7,-0.3,-0.3,-1.3,0.7,0.7,0.7,-0.3,-0.3,-1.3,0.7,0.7,0.7,-0.3,-0.3,-1.3,0.7,0.7,1.7,0.7,-0.3,-1.3,0.7,-0.3,0.7,-0.3,0.7,-1.3,0.7,0.7,0.7,0.7,-0.3,-1.3,-0.3,-0.3,1.7,-0.3,-0.3,-2.3,-0.3,0.7,0.7,0.7,-0.3,-1.3,0.7,-0.3,1.7,-0.3,0.7,-2.3,-0.3,0.7,0.7,0.7,0.7,-1.3,0.7,-0.3,0.7,-0.3,0.7,-2.3,-0.3,-0.3,0.7,0.7,0.7,-1.3,0.7,-0.3,0.7,-0.3,0.7,-1.3,-0.3,0.7,1.7,0.7,0.7,-1.3,0.7,-0.3,0.7,0.7,0.7,-1.3,-0.3,-0.3,1.7,0.7,0.7,-1.3,-0.3,-0.3,1.7,-0.3,0.7,-1.3,-0.3,-0.3,0.7,-0.3,0.7,-1.3,-0.3,-0.3,0.7,-0.3,0.7,-1.3,-0.3,-0.3,0.7,0.7,0.7,-1.3,-0.3,-0.3,1.7,2
-0.4,1.6,0.6,0.6,0.6,-0.4,-1.4,1.6,0.6,1.6,-0.4,-0.4,-1.4,1.6,0.6,0.6,-0.4,-0.4,-1.4,1.6,0.6,1.6,-0.4,-0.4,-1.4,1.6,0.6,1.6,-0.4,-0.4,-1.4,1.6,0.6,1.6,-0.4,0.6,-1.4,1.6,0.6,0.6,0.6,-0.4,-1.4,1.6,0.6,1.6,-0.4,-0.4,-1.4,1.6,0.6,0.6,0.6,-0.4,-1.4,1.6,0.6,1.6,-0.4,0.6,-1.4,0.6,0.6,0.6,0.6,-0.4,-1.4,1.6,0.6,1.6,-0.4,-0.4,-1.4,1.6,0.6,1.6,-0.4,-0.4,-1.4,1.6,-0.4,1.6,-1.4,0.6,-1.4,1.6,0.6,1.6,-0.4,-0.4,-1.4,0.6,0.6,1.6,-0.4,-0.4,-1.4,0.6,0.6,0.6,0.6,0.6,-1.4,0.6,0.6,1.6,-0.4,-0.4,-1.4,1.6,0.6,1.6,-0.4,-0.4,-1.4,1.6,0.6,1.6,-0.4,0.6,-1.4,0.6,0.6,0.6,0.6,0.6,-1.4,0.6,-0.4,1.6,-0.4,-0.4,-1.4,0.6,0.6,0.6,0.6,-0.4,-0.4,-0.4,0.6,0.6,-0.4,-0.4,-1.4,-0.4,0.6,1.6,0.6,0.6,-1.4,-0.4,0.6,1.6,0.6,0.6,-1.4,-0.4,0.6,1.6,0.6,0.6,-0.4,-0.4,-0.4,1.6,-0.4,0.6,-1.4,-0.4,0.6,1.6,0.6,0.6,-1.4,-0.4,0.6,0.6,-0.4,0.6,-1.4,-0.4,0.6,0.6,0.6,-0.4,-0.4,-0.4,0.6,1.6,-0.4,0.6,-1.4,-0.4,0.6,1.6,0.6,-0.4,-1.4,-0.4,2
1.15,-0.85,0.15,0.15,0.15,-0.85,0.15,-0.85,1.15,-0.85,1.15,-0.85,0.15,0.15,1.15,0.15,0.15,-0.85,-0.85,-0.85,1.15,-0.85,0.15,-0.85,0.15,0.15,0.15,-0.85,0.15,-0.85,-0.85,0.15,1.15,0.15,0.15,-1.85,0.15,0.15,1.15,-0.85,0.15,-0.85,0.15,-0.85,1.15,-0.85,0.15,-1.85,-0.85,-0.85,1.15,0.15,0.15,-0.85,0.15,-0.85,1.15,-0.85,0.15,-0.85,0.15,-0.85,1.15,0.15,0.15,-0.85,0.15,-0.85,1.15,-0.85,0.15,-0.85,0.15,-0.85,1.15,0.15,0.15,-1.85,-0.85,-0.85,1.15,0.15,0.15,-0.85,-0.85,0.15,1.15,0.15,0.15,-0.85,-0.85,-0.85,1.15,-0.85,1.15,-0.85,-0.85,-0.85,1.15,0.15,0.15,-0.85,-0.85,0.15,1.15,-0.85,0.15,-0.85,-0.85,0.15,1.15,-0.85,0.15,-0.85,-0.85,0.15,0.15,0.15,0.15,-1.85,0.15,0.15,1.15,0.15,0.15,-0.85,-0.85,-0.85,1.15,0.15,0.15,-0.85,-0.85,0.15,1.15,0.15,0.15,-0.85,-0.85,0.15,1.15,-0.85,0.15,-1.85,-0.85,0.15,1.15,-0.85,0.15,-0.85,-0.85,-0.85,1.15,-0.85,0.15,-1.85,-0.85,0.15,0.15,0.15,0.15,-0.85,-0.85,-0.85,1.15,-0.85,0.15,-0.85,0.15,0.15,1.15,0.15,0.15,-1.85,0.15,-0.85,1.15,-0.85,0.15,-0.85,0.15,0.15,1.15,0.15,0.15,-0.85,0.15,-0.85,1.15,-0.85,0.15,-1.85,0.15,0.15,1.15,0.15,0.15,-0.85,0.15,0.15,2
